image_name,min_x,min_y,max_x,max_y
43.7630405_-1.3111417.png,216,183,295,300
42.7338096_2.9396349.png,208,217,303,266
43.697427_1.4366646.png,215,213,295,270
43.8419277_1.3770432.png,215,186,296,297
43.4796251_-1.5387038.png,202,203,309,280
42.6899597_2.9380245.png,204,197,307,286
44.5960601_2.0371277.png,210,209,301,274
42.6640196_2.9885618.png,233,213,278,270
43.6327454_1.3153086.png,207,191,304,292
43.5724787_1.3304291.png,227,209,284,274
42.7691056_2.6572156.png,230,210,281,273
43.6480009_1.4289094.png,227,194,284,289
42.6437087_2.8367943.png,226,198,285,285
43.6996679_1.5127955.png,212,200,299,283
43.7603462_-1.3085849.png,220,212,291,271
42.6801553_2.7768342.png,223,222,288,261
43.5507558_1.5191356.png,199,208,313,276
43.5588949_1.2858401.png,227,201,284,282
43.6195763_1.4262719.png,224,217,287,266
43.5605685_1.3118089.png,201,209,310,274
43.5601212_1.5097865.png,206,191,305,292
43.7488733_1.2499597.png,209,199,302,284
42.7299238_2.9396818.png,233,207,278,276
42.6456541_2.8342599.png,215,217,296,266
44.748659_-1.1027216.png,211,197,300,286
42.7475208_2.9049728.png,219,219,292,264
43.73277_1.4782347.png,207,188,304,295
43.7727304_-1.300349.png,171,141,340,342
43.7909303_1.3665156.png,215,202,296,281
43.3250225_2.5222191.png,216,186,295,297
42.6835025_2.8154947.png,214,216,297,267
43.5890988_1.3139698.png,218,207,293,276
44.7680475_-1.1214078.png,219,200,292,283
42.6946944_2.8253801.png,243,212,268,271
43.5798367_1.3370992.png,213,202,298,281
43.3281465_2.5296233.png,187,208,324,275
43.238019_0.0316895.png,191,195,320,288
44.7414384_-1.0895472.png,198,192,313,291
43.1818758_0.073433.png,200,192,311,291
43.5502149_1.5418089.png,223,212,288,271
44.756515_-1.0945042.png,225,191,286,292
42.667342_2.995408.png,232,218,279,265
43.6409031_1.4344604.png,209,209,302,274
43.7683792_-1.3102766.png,212,200,299,283
43.5760842_1.4562225.png,219,202,292,281
43.5659731_1.2952044.png,211,188,300,295
44.741708_-1.1006979.png,206,195,305,288
43.8468028_1.3113071.png,233,204,278,279
42.7225938_2.9368375.png,222,205,289,278
42.6790308_2.7865594.png,218,215,293,268
43.3236636_2.5235357.png,197,185,314,298
42.705855_2.8196264.png,231,217,280,266
43.7265364_1.0454765.png,219,214,292,269
43.4764182_1.4981578.png,213,219,298,264
43.6286986_1.4586962.png,229,208,282,275
43.566412_1.3295274.png,222,200,289,283
42.7269018_2.9362049.png,212,221,299,262
43.774792_0.926652.png,197,200,314,283
44.775534_-1.1422352.png,214,216,297,267
44.731961_-1.0779174.png,211,212,300,271
44.7539087_-1.084589.png,217,188,294,295
44.7575809_-1.0871256.png,216,219,295,264
42.6907158_3.0298632.png,213,197,298,286
42.7803312_2.8362416.png,231,220,280,263
42.7372147_2.948238.png,210,223,301,260
43.5249383_1.3332923.png,214,206,297,277
43.6294845_1.4737506.png,217,202,294,281
43.7839219_1.3700017.png,218,188,293,294
42.7422147_2.9255439.png,233,220,278,263
43.692972_1.5092295.png,208,201,303,282
43.5589565_1.3025665.png,214,184,297,299
42.6745788_2.8024351.png,203,213,308,270
43.4645929_-1.5641868.png,210,215,301,267
43.7350109_0.8952497.png,194,202,317,281
43.7397351_1.3770453.png,201,197,310,286
43.5949239_1.4637521.png,214,210,297,273
43.7003756_1.5119319.png,193,197,318,286
42.6814322_2.8008049.png,214,182,297,301
43.5782686_1.3370896.png,214,202,297,281
43.4562799_-1.5458673.png,225,222,286,261
43.5887618_1.3081539.png,228,201,283,282
43.5704765_1.2985035.png,215,182,296,301
43.5677515_1.3330746.png,187,209,324,274
43.4817899_-1.5514525.png,210,216,301,267
43.8430576_1.3914772.png,208,213,303,270
43.6876751_1.4258595.png,225,190,287,292
43.6717328_1.550624.png,207,175,304,308
44.7611014_-1.1288924.png,216,187,295,296
44.7515197_-1.1028605.png,222,185,289,298
43.5802916_1.2926794.png,224,207,287,276
43.9076164_2.1199418.png,234,200,277,283
44.7307025_-1.0714005.png,202,198,309,285
43.556561_1.3169875.png,215,202,296,281
43.6906965_1.5221962.png,207,195,304,288
43.7695029_-1.3973039.png,228,203,283,280
43.5829863_1.3540101.png,220,216,291,267
43.5554051_1.3160902.png,221,201,290,282
42.7013934_2.8234305.png,211,209,300,274
43.5638622_1.5125496.png,218,192,293,291
44.743325_-1.0767879.png,211,221,300,262
43.556031_1.3140734.png,207,204,304,279
42.6677813_2.7047757.png,173,169,338,314
43.6491197_1.4527246.png,209,190,302,293
43.6155627_1.4093949.png,228,216,283,267
42.6990907_3.0069501.png,230,219,281,264
43.5889451_1.3246807.png,215,211,296,272
43.7589144_-1.3233778.png,224,200,287,283
43.2751282_0.071036.png,227,222,284,261
43.6212404_1.4251216.png,204,200,307,283
43.8074796_1.3479317.png,225,191,286,292
44.7441459_-1.084959.png,201,193,310,290
42.6891164_2.9344778.png,206,200,305,283
42.7002892_3.0132103.png,230,202,281,281
42.6837059_2.8018276.png,211,212,300,271
43.709892_1.3829011.png,208,208,303,275
43.8012746_1.3871598.png,201,202,310,282
43.2628665_0.050037.png,234,220,277,263
43.639355_1.45672.png,205,196,306,287
43.5617386_1.3720882.png,211,201,300,282
43.7351898_0.8943034.png,187,193,324,290
42.7240503_2.9255664.png,203,203,308,280
43.7608032_-1.3191519.png,219,205,292,278
43.5943819_1.4635883.png,204,206,307,277
43.5503155_1.3818826.png,218,201,293,282
43.6520003_1.3117088.png,231,201,280,282
43.8117784_1.3716712.png,208,202,303,281
42.6987948_2.990056.png,233,213,278,270
43.1936901_-0.1227364.png,227,205,284,278
43.6817485_1.5328869.png,208,191,303,292
43.5802944_1.3012917.png,211,220,300,263
43.7692175_-1.4032939.png,201,205,310,278
43.6321387_1.4541389.png,229,197,282,286
43.5724795_1.3306898.png,222,213,289,270
43.7001808_1.4310986.png,219,212,292,271
43.7420984_1.364036.png,209,207,302,276
43.675979_1.5523157.png,209,197,302,286
43.1938425_-0.1232197.png,206,214,305,269
43.5607959_1.2609357.png,217,200,294,284
43.7350243_1.4677876.png,218,195,293,288
42.6834574_2.804157.png,221,217,290,266
42.6438674_2.8728336.png,235,207,276,276
42.6899076_2.9397062.png,216,213,295,270
43.0825523_1.642331.png,210,215,301,268
43.5837502_1.3244502.png,235,209,276,274
42.6982785_2.7688973.png,210,217,301,266
43.5551624_1.3743204.png,216,204,295,279
43.7096669_1.5067375.png,212,186,299,296
43.8367949_1.4059253.png,199,197,312,286
43.5632689_1.3198788.png,208,207,303,276
44.7695875_-1.1412332.png,210,211,301,272
42.7009672_3.0064409.png,217,222,294,261
44.7462057_-1.0857542.png,209,212,302,271
42.6517401_2.8253852.png,207,198,304,285
42.6430754_2.8676843.png,229,195,282,288
43.6391125_1.466468.png,220,202,291,281
42.6900956_2.6855537.png,221,202,290,281
43.6628391_1.4725321.png,220,213,291,270
44.4876687_1.8390889.png,220,179,291,304
43.5684609_1.3270968.png,211,208,300,275
43.6963749_1.4244187.png,216,218,295,265
43.323814_2.5221329.png,213,216,298,267
42.6882362_2.9334212.png,233,215,278,268
43.5791183_1.37097.png,216,217,295,266
43.6945921_1.3768638.png,217,209,294,274
42.6984987_2.7698026.png,199,212,313,271
43.7878918_1.3551699.png,190,184,321,299
43.5938073_1.4802998.png,232,192,279,291
43.5299639_1.3458655.png,198,189,313,294
43.7040233_1.3849851.png,219,211,292,272
43.5609251_1.5252459.png,223,201,288,282
43.5621277_1.3304888.png,221,200,290,283
43.5504864_1.3822557.png,209,202,302,281
43.7060153_1.5572887.png,209,213,302,270
43.6566817_1.3023627.png,208,212,303,271
43.6381573_1.4493761.png,228,199,283,284
43.8531772_1.4002047.png,208,196,303,287
43.7282233_1.0558313.png,181,192,330,291
43.7827884_1.3784676.png,210,211,301,272
44.7611059_-1.129869.png,213,190,298,293
43.5849339_1.3259603.png,222,212,289,271
42.696334_3.0253321.png,219,193,292,290
43.4249926_1.5009822.png,212,203,299,280
43.555999_1.5447244.png,201,208,310,275
43.5731603_1.2936262.png,199,196,312,287
42.7045636_3.0024705.png,235,209,276,274
43.6464656_1.4365162.png,221,217,290,266
43.614936_1.4598247.png,222,208,289,275
43.6768243_1.5853854.png,205,215,306,268
43.4532773_-1.5619039.png,220,220,291,263
44.4859087_1.8508363.png,202,215,309,268
43.5235397_1.3630365.png,206,189,305,294
44.4898161_1.8430506.png,222,178,289,305
43.7117028_1.564246.png,212,197,300,286
43.6885719_1.5403039.png,220,212,291,271
44.7583611_-1.0801461.png,219,192,292,290
43.7014857_1.3775209.png,204,189,307,294
44.7609688_-1.1331958.png,200,189,311,294
42.7668359_2.6626137.png,228,219,283,264
43.56061_1.2872204.png,219,200,292,283
44.7728107_-1.1299902.png,229,220,282,263
43.8459392_1.3917507.png,208,194,302,289
43.5755403_1.3286244.png,227,207,284,276
42.6900187_3.0290845.png,193,201,318,282
42.6664562_2.9947658.png,223,209,288,274
43.5950377_1.4802459.png,205,208,306,275
43.6470061_1.4319577.png,218,222,293,261
43.573392_1.3442508.png,212,205,299,278
43.5874118_1.584415.png,210,212,301,272
43.6293134_1.45873.png,216,208,295,275
43.5688268_1.5145414.png,219,200,292,283
42.6789696_2.7393425.png,220,222,291,261
43.6393023_1.4733067.png,206,195,305,288
42.6795901_2.9375818.png,207,194,304,289
43.5309167_1.3318704.png,234,213,277,270
43.5552641_1.5420679.png,211,210,300,273
44.4261384_1.5995342.png,201,205,310,277
43.5534659_1.3924702.png,236,199,275,284
43.5654439_1.286646.png,212,209,299,274
43.6285421_1.4250388.png,211,207,300,276
42.646428_2.8257436.png,200,179,311,304
43.5559308_1.2998407.png,206,186,305,297
44.7429447_-1.0719756.png,205,198,306,285
43.1876081_0.0848363.png,221,217,290,266
43.5990786_1.4806709.png,204,187,307,296
44.7445637_-1.1067198.png,180,170,331,313
43.2372628_-0.0059299.png,209,207,301,276
43.5820404_1.3965785.png,220,201,291,282
43.5794561_1.2943512.png,205,197,306,286
43.5384704_1.4838709.png,217,178,294,305
43.2645182_0.8051545.png,201,193,310,290
43.5610315_1.2873428.png,217,209,294,273
43.5723426_1.3367725.png,213,207,298,275
43.5201634_1.4448167.png,235,210,276,273
43.5519326_1.2785785.png,206,188,305,295
43.5563631_1.5233824.png,222,208,289,275
42.6895795_2.6880958.png,218,194,293,289
43.5664512_1.2738241.png,199,184,312,299
43.5395846_1.4850922.png,223,207,288,276
42.8117503_2.3819316.png,189,189,322,294
43.3228842_2.5285582.png,207,182,304,301
43.5649354_1.3722392.png,207,198,304,285
43.5873361_1.5748355.png,202,189,309,294
42.6882573_2.7010571.png,197,204,313,279
44.610398_2.0433255.png,218,211,293,272
42.6797117_2.7933017.png,210,196,301,287
43.5773657_1.6004437.png,212,188,299,294
43.7475881_1.3697734.png,221,207,290,276
44.7575879_-1.0782514.png,221,193,290,290
43.554049_1.3894168.png,187,175,324,308
43.6234169_1.4600865.png,220,200,291,283
43.5831051_1.3677744.png,229,217,282,266
43.5593984_1.2935321.png,206,193,305,290
43.6221427_1.4727443.png,210,194,301,289
42.7379594_2.9058203.png,238,208,273,275
43.735966_1.4761274.png,208,195,303,288
43.5817579_1.3566641.png,216,216,295,267
43.5970274_1.4810047.png,201,212,310,271
43.5623078_1.3647286.png,215,213,296,270
42.6982071_2.989762.png,233,213,278,270
43.5565098_1.2489006.png,223,213,288,270
42.6922266_2.686904.png,234,195,277,288
43.5541775_1.3824094.png,204,195,307,288
43.5613054_1.2745938.png,196,203,315,280
42.6807469_2.7726009.png,185,215,326,268
43.5807847_1.3217031.png,221,208,290,275
43.5765204_1.3288415.png,215,211,296,272
44.7430567_-1.0733724.png,197,191,314,292
42.6766031_3.0334768.png,205,195,306,288
44.7295682_-1.0792967.png,220,203,291,280
43.6658264_1.4763974.png,202,196,309,287
43.5779093_1.330507.png,216,214,295,269
43.8085808_1.3479561.png,221,191,290,291
44.7534483_-1.0991515.png,215,196,296,287
43.1381176_-0.0835166.png,196,192,315,291
42.7049577_3.0000928.png,235,211,276,272
43.5675875_1.2852694.png,216,214,295,269
44.4747335_1.8366889.png,191,206,320,277
42.7425609_2.9252285.png,216,206,295,277
42.6699105_2.7775884.png,214,194,297,289
43.5733088_1.298472.png,209,209,302,274
42.6817434_2.8080745.png,214,197,297,286
43.1915457_0.0830878.png,210,212,301,271
43.6912818_1.520687.png,202,218,309,265
42.6839859_3.0289259.png,219,215,292,268
43.5633375_1.4117616.png,225,205,286,278
43.7502454_1.3690244.png,220,218,291,265
44.6125651_2.0512024.png,217,178,294,304
44.7562724_-1.0874108.png,201,194,310,289
42.6887813_2.9420219.png,223,206,288,277
42.6798618_2.7438902.png,235,219,276,264
43.0742566_1.6537445.png,208,217,303,266
43.5945045_1.4756598.png,220,209,291,274
42.6954573_3.0273174.png,214,222,297,261
43.5232865_1.360126.png,210,193,301,290
42.7766683_2.8315642.png,210,211,301,272
43.573385_1.60735.png,219,189,292,294
43.6348789_1.457415.png,226,215,285,268
43.5843474_1.4780572.png,217,201,294,282
42.6863651_2.6900259.png,231,197,280,286
44.6268331_2.0218644.png,202,201,309,282
43.5496051_1.3803504.png,213,195,298,288
43.8117831_1.353307.png,183,177,328,306
43.4196826_-1.6162625.png,215,205,296,278
43.7514834_1.3541554.png,219,186,292,297
42.7472076_2.9023278.png,227,201,284,282
43.5931293_1.5742183.png,201,177,310,306
43.6477488_1.4636151.png,226,199,285,284
43.5815717_1.2984039.png,198,211,313,272
43.7067971_1.3872077.png,222,214,289,269
43.6990495_1.5747634.png,225,213,286,270
43.5675677_1.2679439.png,210,206,301,277
42.7207958_2.9379017.png,224,221,287,262
43.2642302_0.0933587.png,236,203,275,280
43.1808967_0.0714286.png,218,201,293,282
43.5724543_1.5208909.png,234,205,277,278
43.6571192_1.3114713.png,215,216,296,267
42.7435016_2.9256227.png,229,199,282,284
43.6305351_1.4394422.png,225,193,286,290
42.8096747_2.5930048.png,239,201,272,282
44.7533551_-1.0817976.png,210,187,301,296
43.6314377_1.4582929.png,219,194,292,289
43.2625857_0.0422049.png,214,218,297,265
42.6698962_2.9887806.png,235,202,276,281
42.7474736_2.8089765.png,218,218,293,265
44.7496945_-1.0819156.png,215,201,296,282
43.5594194_1.2933006.png,219,205,292,278
42.7243042_2.9353453.png,231,210,280,273
43.326286_2.5277161.png,216,213,295,270
42.6655779_2.9869641.png,236,216,275,267
43.4580774_1.4905744.png,218,201,293,282
42.7039362_2.8185262.png,237,208,274,275
44.742905_-1.0861352.png,207,201,304,282
43.5818014_1.281711.png,211,207,300,276
43.584751_1.3309198.png,207,182,304,301
43.6179997_1.4286351.png,212,207,299,276
43.7417685_1.3788072.png,227,182,284,301
42.6898449_2.9355971.png,214,212,297,271
43.7751363_1.2431124.png,212,213,299,270
43.567763_1.3308818.png,195,193,316,290
43.5550128_1.5275318.png,226,198,285,285
42.7769716_2.8313884.png,208,210,303,273
42.7531181_2.8169452.png,217,197,294,286
43.5572586_1.2575805.png,203,200,307,283
43.5723265_1.3321438.png,226,213,285,270
43.7347999_1.3643856.png,197,189,314,294
43.6986885_1.5149183.png,211,192,300,291
43.6912849_1.5860884.png,203,204,308,279
42.6476421_2.8363318.png,216,199,295,284
42.76746_2.6618321.png,212,208,299,275
42.6801418_2.7836003.png,221,197,290,286
43.4708972_-1.5579744.png,194,203,317,280
43.7075749_1.3735039.png,209,182,302,301
43.2610677_0.0484427.png,234,220,277,263
43.7527087_1.4559183.png,210,207,301,276
42.6373711_2.8636764.png,232,224,279,259
43.5733185_1.3446803.png,203,197,308,286
42.6849759_2.8070715.png,225,202,286,281
43.629896_1.4332097.png,220,208,291,275
43.6224485_1.4078451.png,220,202,291,282
43.6825363_1.5234761.png,211,187,300,296
43.5641646_1.37547.png,221,199,290,284
43.6329438_1.444194.png,213,212,298,271
43.5798453_1.2892162.png,195,195,316,288
43.4552377_-1.5516838.png,204,184,307,299
43.6674668_1.4781555.png,219,193,292,290
43.6143961_1.457108.png,209,217,302,266
43.2262429_0.0981518.png,215,205,296,279
43.7379889_1.4737625.png,208,220,303,263
43.6617224_1.4383435.png,219,189,292,294
43.5827532_1.3349703.png,224,207,288,276
43.6282325_1.4739477.png,220,176,291,307
43.735995_1.4705856.png,218,209,293,274
43.4584988_-1.5646624.png,229,166,282,317
43.5634433_1.2854847.png,214,187,297,296
43.5765974_1.3313569.png,227,205,284,278
43.5664663_1.3015966.png,217,192,294,291
43.5667065_1.298751.png,223,203,288,280
43.7065993_1.3735719.png,213,215,298,268
43.2493202_0.0909705.png,223,192,288,291
43.7532615_1.3572891.png,221,217,290,266
42.6707785_2.9902165.png,238,218,273,265
43.5727423_1.3262609.png,233,202,278,281
42.7441056_2.9265398.png,224,194,287,289
42.6804661_2.7730303.png,232,194,279,289
42.6860674_3.0329431.png,239,213,272,270
42.8151796_2.8286884.png,228,223,283,260
43.7336042_1.364532.png,218,199,293,284
42.6771321_2.7677982.png,220,200,291,283
43.5749323_1.3424248.png,207,188,304,295
43.7394204_1.4668577.png,202,211,309,272
44.7446188_-1.1041065.png,210,194,301,289
43.5211771_1.3518071.png,199,200,312,283
43.740179_1.4678513.png,220,200,291,283
43.4655843_-1.5513998.png,200,202,311,281
43.6790117_1.5845252.png,211,202,300,281
43.5616043_1.3144675.png,220,213,291,270
43.5623421_1.3320928.png,205,207,306,276
42.7743755_2.8349481.png,216,211,295,272
43.6257516_1.4399656.png,233,219,278,264
43.5879015_1.4657406.png,221,200,290,283
44.478147_1.8346482.png,205,204,306,279
43.550907_1.5160231.png,212,203,299,280
42.7349201_2.9061322.png,207,210,304,273
42.6808198_2.9488416.png,210,193,301,290
43.5605133_1.3663255.png,188,190,323,293
43.6998972_1.4987628.png,211,179,300,304
44.7556944_-1.0892683.png,199,199,312,284
43.7696295_-1.4058308.png,219,196,292,287
42.698291_2.8243208.png,215,223,296,260
44.768986_-1.1208121.png,214,216,297,267
43.5328113_1.3396671.png,214,211,297,272
43.5466473_1.3863001.png,215,203,296,280
43.7525639_1.355129.png,204,200,307,283
43.5792524_1.3906068.png,211,204,300,279
43.3282287_2.5311966.png,215,198,296,285
43.6865858_1.5091684.png,217,201,294,283
43.4559033_-1.547213.png,206,208,305,275
43.7007542_1.3803999.png,224,209,287,274
44.7675684_-1.1279617.png,202,197,309,286
43.4865814_-1.5512409.png,212,219,299,264
42.6446403_2.8684467.png,214,213,297,270
42.7533271_2.8570049.png,214,204,297,279
43.102937_-0.0272365.png,214,209,297,274
43.6883423_1.4278525.png,208,197,303,286
43.7672892_-1.2776314.png,208,205,303,278
43.191845_0.0776684.png,208,214,303,269
43.5996715_1.482086.png,216,210,295,273
44.4853162_1.8484956.png,158,178,353,305
43.7998645_1.3444673.png,191,202,320,281
43.661535_1.4741874.png,214,191,297,292
44.751918_-1.099118.png,210,180,301,303
43.5768764_1.321555.png,221,222,290,261
43.1002863_-0.1409869.png,193,200,318,283
43.5444591_1.4886677.png,216,213,295,270
42.6460708_2.7059078.png,210,220,301,263
43.6158812_1.4293944.png,190,186,321,297
43.6292561_1.4571953.png,215,203,296,280
42.6797321_2.7584357.png,234,208,277,275
43.5656021_1.3281594.png,203,203,308,280
43.8792031_1.3679579.png,212,202,299,281
43.578137_1.3809329.png,186,169,325,314
43.101605_-0.0523318.png,195,195,316,288
42.6817922_2.7997025.png,236,203,275,280
42.7049339_2.8192202.png,225,214,286,269
43.5440271_1.4895477.png,220,214,290,269
43.5775227_1.3444771.png,206,208,305,275
43.5663364_1.3015068.png,214,188,297,295
43.4618986_-1.569736.png,219,198,291,285
43.6452356_1.4464283.png,219,207,292,276
42.6898965_3.0291401.png,220,214,291,269
43.5594957_1.3483901.png,224,198,287,285
43.5716393_1.3315265.png,218,209,293,274
43.5253106_1.3681365.png,222,223,289,261
43.6757563_1.5867487.png,204,210,307,274
43.8418779_1.3394634.png,197,201,314,282
42.6934102_3.0267274.png,242,214,269,269
42.6424001_2.8358456.png,215,204,296,279
43.5875997_1.3114877.png,209,202,302,281
43.7123469_1.3706045.png,208,202,303,281
43.7465933_1.3526491.png,209,179,302,304
43.5813275_1.3328839.png,219,210,292,273
43.0820843_1.6399144.png,222,191,289,293
42.7317284_2.9378625.png,234,199,277,284
42.6935259_2.6995952.png,181,183,330,300
43.5237221_1.3575872.png,220,194,291,289
43.7891187_1.3424726.png,221,206,290,277
44.7721372_-1.1242968.png,236,203,275,280
43.3253968_2.5315278.png,215,190,296,293
43.701368_1.5588923.png,212,207,299,276
42.6817578_2.7358782.png,215,212,296,271
43.6548243_1.4318531.png,233,200,278,283
43.691406_1.4397168.png,214,200,297,283
42.7246652_2.9390926.png,226,195,285,288
43.5838177_1.3368619.png,212,213,299,270
43.8490125_1.3925315.png,213,198,298,285
44.7672096_-1.1183573.png,213,215,298,268
43.7476818_1.3683724.png,212,210,299,273
42.7215473_2.9303902.png,224,223,287,260
43.5961352_1.3864257.png,204,205,307,278
43.6480545_1.4531696.png,226,208,285,275
43.5691738_1.2851717.png,214,206,297,277
42.6818809_2.7837337.png,220,223,291,260
43.5628471_1.274173.png,207,199,304,284
42.6678173_2.7048967.png,222,197,289,286
42.674009_2.9412284.png,227,199,284,284
42.7013801_2.7782661.png,220,196,291,287
43.822197_1.3930532.png,209,188,302,295
43.5586243_1.5335368.png,211,208,300,275
43.6768091_1.5300876.png,236,196,275,287
43.7114727_1.0849627.png,215,200,296,283
43.6943562_1.3752867.png,221,193,290,290
43.6454562_1.4390063.png,212,222,299,261
42.7239491_2.9393947.png,224,201,288,282
42.6496036_2.834216.png,238,197,273,286
42.7050986_3.0161175.png,213,205,298,278
43.5567552_1.5224019.png,226,212,285,271
43.7731769_1.2948576.png,212,205,299,278
43.5301344_1.3368293.png,227,189,284,294
43.6936869_1.4548026.png,208,187,303,297
43.6865456_1.4440389.png,241,219,270,263
43.6530469_1.310425.png,204,197,307,286
44.7559746_-1.1011013.png,203,208,308,275
43.580507_1.3219663.png,215,204,296,279
43.5756962_1.2933355.png,201,188,310,295
42.6460082_2.8355694.png,207,210,305,273
43.7571985_1.3671297.png,220,214,291,269
43.6778386_1.5395036.png,209,205,302,278
44.7460019_-1.0913802.png,211,193,300,290
42.7039646_2.6822851.png,222,202,289,281
43.6233235_1.4667268.png,221,198,290,285
43.5383449_1.4616018.png,210,197,301,286
43.5939241_1.3720245.png,214,203,297,280
42.7789146_2.8308349.png,227,220,284,263
42.6401305_2.8659327.png,228,225,283,258
42.734189_2.9298789.png,218,218,293,265
43.5717207_1.3019765.png,223,215,288,268
42.7276208_2.9303381.png,220,203,291,280
43.9106132_2.1082878.png,210,204,301,279
43.5567119_1.3555061.png,215,204,296,279
43.235793_0.1096125.png,231,195,280,288
43.4251587_1.4998144.png,209,216,302,267
43.2433881_0.0349718.png,209,210,302,273
44.7516102_-1.1062999.png,223,198,288,285
42.7012495_2.8213487.png,224,217,287,266
43.4762982_1.4952907.png,204,202,307,281
43.4660643_-1.5683884.png,207,204,304,279
43.5300333_1.3463365.png,214,206,297,277
43.7308978_0.9088789.png,208,187,303,296
43.6147664_1.4716829.png,210,197,301,286
44.619371_2.0258972.png,217,198,294,285
43.5526907_1.3006934.png,205,197,306,286
43.5565292_1.5317789.png,215,203,296,280
43.7597908_-1.3205223.png,211,197,300,286
43.6886943_1.4580113.png,227,193,284,290
42.7013786_3.0013197.png,224,206,287,277
42.6935522_3.0299084.png,236,205,275,278
44.7413234_-1.0925899.png,210,204,301,279
43.6139613_1.4585191.png,213,220,298,263
43.6923449_1.2662626.png,212,218,299,265
43.5518449_1.3804215.png,202,192,309,291
44.7418471_-1.0747044.png,209,189,302,295
43.5493668_1.5313617.png,214,204,297,279
43.5608383_1.307501.png,232,222,279,261
44.6072505_2.0600646.png,189,192,322,291
43.7605216_1.0401521.png,220,180,292,303
42.7735975_2.8375756.png,217,212,294,271
43.561708_1.3101463.png,220,213,291,270
44.7363508_-1.0735655.png,214,187,297,296
43.7044051_1.5557277.png,215,191,296,292
43.4777988_-1.5554201.png,226,191,285,292
43.5820865_1.4771686.png,235,210,276,273
43.6835856_1.519933.png,226,199,285,284
43.5440077_1.486268.png,214,189,297,294
43.8368378_1.4064672.png,200,193,311,291
42.70553_2.821086.png,222,220,289,263
43.5841935_1.32719.png,225,212,286,271
43.519679_1.3413473.png,206,190,305,293
43.5668908_1.291691.png,212,195,299,288
43.5754251_1.2907106.png,212,181,299,302
43.4576784_-1.547881.png,203,218,308,266
44.7518189_-1.0814109.png,210,212,301,271
44.7283321_-1.0796255.png,216,201,295,282
42.6950607_2.762894.png,238,207,273,276
43.770552_1.2806034.png,201,212,310,271
43.5582034_1.3997525.png,209,207,302,276
43.5633309_1.3666405.png,233,220,278,263
43.5605068_1.5274561.png,204,188,307,295
42.7033286_3.0063661.png,235,220,276,263
43.7611588_-1.2897598.png,234,196,277,287
43.6261377_1.4281029.png,225,200,286,283
43.5592152_1.3010122.png,208,194,303,289
42.7385438_2.9124659.png,225,199,286,284
44.751511_-1.0792363.png,183,192,328,291
43.5565838_1.35209.png,202,184,309,299
44.7553119_-1.084764.png,228,204,283,279
42.7324569_2.9394856.png,236,206,275,277
44.7531135_-1.0826714.png,204,213,306,270
43.3271364_2.5317821.png,217,211,294,272
43.6229968_1.4338944.png,226,212,285,271
42.7433764_2.9093679.png,225,216,286,267
43.5769729_1.3478919.png,226,198,285,284
43.5897006_1.3555138.png,212,202,299,281
43.5776216_1.4579392.png,215,203,296,280
42.6443458_2.8405597.png,181,199,330,284
43.5915088_1.5627537.png,231,199,280,284
42.7275307_2.938934.png,237,209,274,274
43.5777587_1.3406232.png,208,192,303,291
42.734236_2.9330025.png,205,205,306,278
43.7547096_1.3687603.png,205,201,306,283
43.481337_-1.5511328.png,227,195,284,288
43.5871856_1.4884574.png,196,202,315,282
43.4768005_-1.5379824.png,210,195,301,287
42.7461256_2.8129521.png,217,207,294,276
44.7423184_-1.0951382.png,224,212,287,270
42.7543892_2.8494602.png,221,219,290,264
42.6987842_2.9923493.png,218,223,293,260
43.5613265_1.3285875.png,201,208,310,275
43.5562749_1.6458553.png,194,180,317,303
43.5610937_1.6552048.png,222,217,289,266
43.5583571_1.384768.png,231,188,280,295
44.7296087_-1.0789905.png,198,189,313,294
43.5732934_1.2938786.png,203,198,308,286
42.7435887_2.9228615.png,229,204,282,279
43.5997496_1.5422402.png,200,197,311,286
43.7722708_-1.2928064.png,206,213,305,270
42.6525903_2.9520796.png,208,211,303,272
42.7055897_2.8204218.png,241,214,270,269
43.1245425_-0.0847906.png,224,190,287,293
42.6757603_2.9467701.png,222,203,289,280
42.7458252_2.9095592.png,224,198,287,285
43.5820696_1.2973867.png,219,187,292,296
43.5538128_1.3939662.png,216,219,295,264
43.6343483_1.4691317.png,212,195,299,288
43.5845639_1.3725211.png,221,208,290,275
42.7357324_2.9469247.png,210,215,301,268
43.6449841_1.4366216.png,236,206,275,277
43.6848453_1.5266873.png,224,194,287,289
43.5988647_1.5264027.png,212,203,299,280
43.4727398_1.49478.png,201,204,310,279
44.7651977_-1.130104.png,249,227,262,256
42.8044825_2.8273285.png,217,203,294,280
43.7848736_1.3520087.png,218,200,293,283
43.5990466_1.6082899.png,218,186,293,297
43.7622765_1.2475854.png,202,213,309,270
43.5624034_1.3383915.png,207,214,304,269
43.7364025_0.8842037.png,202,211,309,272
43.555043_1.2455339.png,209,197,302,286
42.6798629_2.7775156.png,219,221,292,262
42.7533708_2.8123629.png,210,206,301,277
44.7572605_-1.0933339.png,206,206,305,277
44.560482_3.290808.png,233,202,278,281
43.5865027_1.3137161.png,191,203,320,280
43.5514235_1.3802392.png,202,198,309,285
43.1011229_-0.0479955.png,223,227,288,256
43.7543796_1.3678982.png,226,194,285,289
43.5574969_1.2583968.png,229,183,282,300
